fsd_no;fsd_vr;fsd_id;kohdenro;q1a;q1b;q1c;q1_1;q1_2;q1_3;q1_5a;q1_5b;q1_6;q1_7;q1_7b;q1_8a;q1_8b;q1_8c;q1_8d;q1_8e;q1_8f;q1_8g;q1_9;q1_10;q1_11a;q1_11b;q1_12;q1_13a;q1_13b;q1_13c;q1_13d;q1_13e;q1_13f;q1_13g;q1_13h;q2_1;q2_2_1;q2_2_2;q2_3;q2_4a_1;q2_4a_2;q2_4a_3;q2_4a_4;q2_4a_5;q2_4a_6;q2_4a_7;q2_4b;q2_5;q2_6;q2_7;q2_8_1;q2_8_2;q2_8_3;q2_9;q3_1;q3_1avo;q3_2;q3_2avo;q3_3;q3_4a_1;q3_4a_2;q3_4a_3;q3_4a_4;q3_4a_5;q3_4b;q3_5a;q3_5b;q3_6_1a;q3_6_1b;q3_6_2a;q3_6_2b;q3_6_3;q3_6_4;q3_6_5;q3_6_6;q3_6_7;q3_6_8;q3_6_9;q3_6_10;q3_6_11;q3_7_1;q3_7_2;q3_7_3;q3_7_4;q3_7_5;q3_7_6;q3_7_7;q3_7_8;q3_7_9;q3_7a1_1;q3_7a1_2;q3_7a1_3;q3_7a1_4;q3_7a1_5;q3_7a1_6;q3_7a1_7;q3_7a1_8;q3_7a1_9;q3_7a2_1;q3_7a2_2;q3_7a2_3;q3_7a2_4;q3_7a2_5;q3_7a2_6;q3_7a2_7;q3_7a2_8;q3_7a2_9;q3_7b1_1;q3_7b1_2;q3_7b1_3;q3_7b2_1;q3_7b2_2;q3_7b2_3;q3_8_1;q3_8_2;q3_8_3;q3_8_4;q3_8_5;q3_8avo;q3_9;q3_10;q3_11;q3_12_1;q3_12_2;q3_12_3;q3_12_4;q3_13;q3_14;q3_15;q3_16a;q3_16b;q3_16c;q3_16d;q3_16e;q3_16f;q3_16g;q3_16h;q3_16i;q3_16j;q3_16k;q3_16l;q3_17a_1;q3_17b_1;q3_17a_2;q3_17b_2;q3_17a_3;q3_17b_3;q3_17a_4;q3_17b_4;q3_17a_5;q3_17b_5;q3_17a_6;q3_17b_6;q3_17a_7;q3_17b_7;q3_18a;q3_18b;q3_18c;q3_19;q4_1;q4_2_1;q4_2_2;q4_2_3;q4_2_4;q4_2_5;q4_3_1;q4_3_2;q4_4;q4_5;q4_5avo1;q4_5avo2;q4_6a_1;q4_6a_2;q4_6a_3;q4_6a_4;q4_6a_5;q4_6a_6;q4_6a_7;q4_6a_8;q4_6a_9;q4_6aavo;q4_6b;q4_6bavo;q4_7;q4_8;q4_9a;q4_9b;q4_9c;q4_9d;q4_9e;q4_9f;q4_9g;q4_9h;q4_9i;q4_9j;q4_9k;q4_9l;q4_10aa;q4_10ab;q4_10ac;q4_10ad;q4_10ae;q4_10b1a;q4_10b1b;q4_10b1c;q4_10b1d;q4_10b2a;q4_10b2b;q4_10b2c;q4_10b2d;q4_10b3a;q4_10b3b;q4_10b3c;q4_10b3d;q4_10b4a;q4_10b4b;q4_10b4c;q4_10b4d;q4_10b5a;q4_10b5b;q4_10b5c;q4_10b5d;q5_1;q5_2;q5_3a;q5_3b;q5_3c;q5_4a;q5_4b;q5_4c;q5_5a;q5_5b;q5_5c;q5_5d;q5_5e;q5_5f;q5_5g;q5_5avo;q5_6a;q5_6b;q5_7;q5_8_1;q5_8_2;q5_8_3;q5_8_4;q5_8_5;q5_8_6;q5_8_7;q5_9;q5_10;q6_1_1;q6_1_2;q6_2a;q6_2b;q6_3;bv1;bv2;paino1;paino2
2978;1;810;12825;2;2; ;3;1;2;7; ;1;1;4;2;4;3;3;3;4;4;    4v    6kk;5;2;2;2500;2;2;2;2;2;3;3;4;2;49; ;2008-11;1;1;0;0;0;0;0;2;2008-11; ;2011-1;1;0;0;3;1; ;2; ;1;1;0;0;0;0;1;12;1;0;100;0;400;0;1000;0;100;0;21;0;0;0;540;200;80;100;40;0;0;80;300;540;200;80;100;40;0;0;80;300;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;1;0;0;0;0; ;5;4;2;2;2;2;4;2;1;0;1;2;2;2;2;2;2;1;2;2;2;2;5;1;5;1;6;0;7;2;5;0;0;0;0;1;3;3;3;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;999;6;2;3;4;4;4;2;3;3;2;2;2;2;2;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;470;2;2;6;188;1;2;1989-6;1;1;1;1; ; ; ;5;2;4;0;1;0;3;espanja;2; ; ;0;0;0;0;0;0;1; ; ;6;9;1;2;8;6;3;73,41472504141;,70427642094839
2978;1;811;12827;2;2; ;3;1;2;7; ;1;3; ;2;2;3;2;3;3;2;    1v    8kk;2;1;2;2500;1;1;1;1;1;5;5;5;3;179; ;1998-6;0;1;0;0;0;0;0;2;1998-6;1999-8;2011-9;0;0;1;2;5; ;3; ;1;0;0;1;0;0;3;60;70;0;0;300;289;0;0;1500;0;0;361;0;0;0;600;600;150;0;0;0;0;0;0;0;150;150;0;0;0;0;0;0;600;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1; ; ; ; ; ; ; ;6;3;93,601853273191;,89793400683849
2978;1;812;12828;2;2; ;3;1;2;7; ;1;4; ;2;2;3;3;2;3;2;    3v    0kk;1;1;1;2300;2;1;1;1;1;5;5;3;3;837; ;2010-6;1;1;0;0;0;0;0;2;2010-6; ;2010-8;1;0;0;2;1; ;3; ;1;0;1;0;1;0;4;60;10;0;0;0;270;500;0;0;0;0;0;0;0;0;300;200;30;20;20;0;0;20;100;300;200;30;0;20;0;0;20;100;0;0;0;20;0;0;0;0;0;10;10;0;0;0;0;0;1;0;0;0; ;4;5;2;2;3;1;3;1;1;8;3;2;3;9;9;2;3;3;2;2;2;2;6;4;6;4;6;4;6;4;6;4;0;8;0;0;3;4;3;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;392;6;3;3;1;3;3;4;4;4;4;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1990-4;1;1;1;1; ; ; ;5;3;2;0;0;0; ; ;2; ; ;0;1;0;0;0;0;0;4;2;7;4;1;3;7;6;3;60,2380137028751;,57787062025733
2978;1;813;12832;2;2; ;3;1;2;7; ;1;4; ;2;2;3;2;1;3;2;    3v    6kk;2;3;9;2200;2;4;3;3;2;3;5;4;2;560; ;2009-6;1;0;1;0;0;0;0;2;2010-7; ;2010-8;1;0;0;2;3; ;2; ;1;1;0;0;0;0;1;20;1,5; ;201,6; ;298;200; ; ;100; ; ; ; ; ;360;60;50;20;20;0;0;150;50;360;60;50;20;20;0;0;150;50;0;0;0;0;0;0;0;0;0;23;20;0;0;0;0;1;0;0;0;0; ;3;3;2;4;1;1;5;2;1;6;2;2;2;2;2;2;2;2;2;2;2;2;6;2;6;2;6;2;6;2;6;2;0;2;0;2;3;3;3;1;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1;2;4;5;4;4;4;3;3;4;1;3;1;2;2;2;2;,25;826;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1990-3;1;1;1;1; ; ; ;5;3;4;0;1;0; ; ;2; ; ;0;0;0;0;0;0;1; ; ;3;3;7;5;6;6;3;60,2380137028751;,57787062025733
2978;1;814;12833;2;2; ;3;1; ;7; ;1;4; ;4;3;4;4;2;3;2;    3v    6kk;2;2;2;2000;2;2;2;2;1;4;3;4;2;609; ;2009-5;1;0;0;0;0;1;0;1;2009-5; ;2010-10;1;0;0;1;2; ;1; ;2;1;0;0;0;0;1;45;4,5; ;201,6; ;298;200;100;50; ; ; ; ; ; ;360;200;0;6,9;10;0;0;50;100;360;200;0;6,9;10;0;0;50;100;0;0;0;0;0;0;0;0;0;38;50;0;0;0;0;0;1;0;0;0; ;2;3;1;1;1;2;4;3;1;15;2;2;2;2;2;2;2;1;1;1;1;2;7;2;7;2;7;2;7;2;2;5;0;1;0;1;3;2;2;3;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;2;2;2;2;2;3;3;3;1;1;2;2;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;826;2;2; ; ; ; ;1990-1;1;1;1;1; ; ; ;5;2;3;0;0;0;0; ;2; ; ;0;0;0;0;1;0;0;4;1;7;8;3;3;8;6;3;60,2380137028751;,57787062025733
2978;1;815;12836;2;2; ;3;1;2;7; ;1;4; ;3;4;3;4;3;4;2;    3v    6kk;2;2;9;2400;2;2;1;1;1;4;5;3;2;837; ;1984-5;1;1;0;0;0;0;0;2;1984-5;2001-9;2011-8;1;0;0;1;3; ;3; ;1;0;0;1;1;0;4;45;29;0;0;0;0;0;0;0;1000;0;0;0;0;1420;960;800;180;85;100;0;350;200;400;0;400;180;85;100;0;0;200;400;960;400;0;0;0;0;350;0;0;16;85;0;0;0;0;0;1;0;0;0; ;4;4;3; ; ; ; ; ; ;0;1;9;2;2;2;2;2;2;2;2;2;2;6;2;6;3;8;2;6;3;4;0;0;2;0;2;3;3;3;3;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1;1;4;3;1;1;3;3;1;1;1;4;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1960-8;1;1;1;1; ; ; ;5;2;3;0;0;0;0; ;1;2;19;0;0;0;0;0;0;1; ; ;3;1;1;11;6;6;3;93,601853273191;,89793400683849
2978;1;816;12837;2;2; ;3;1;2;7; ;1;3; ;1;1;1;3;1;2;1;    3v    6kk;2;4;9;2000;2;3;2;2;2;2;5;5;3;536; ;2006-2;0;1;0;0;0;0;0;2;2006-2; ;2007-8;0;1;0;1;5; ;3; ;1;0;0;1;0;0;3;30;33; ; ; ;268;0; ; ; ; ;104; ; ; ;600;240;350;30;0;300;0;0;150;0;240;350;0;0;0;0;0;50;600;0;0;30;0;300;0;0;100;0;0;0;0;0;0;1;0;0;0;0; ;5;5;3; ; ; ; ; ; ;0;3;9;3;3;3;3;9;3;3;3;3;9;6;1;6;2;6;1;6;1;6;1;0;2;0;2;2;3;2;1;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;5;1;5;4; ;5;1;4;4;4;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1977-7;1; ;1;1; ; ; ;5;1;2;0;0;0; ; ;1;1;4;0;0;0;0;0;0;1; ; ;1;1;7;7;3;6;3;93,601853273191;,89793400683849
2978;1;817;12843;2;1;1;3;1;2;7; ;1;2;5;4;3;2;4;4;1;2;    1v    7kk;1;1;3;2400;2;2;2;2;2;4;5;3;2;543; ;2008-5;1;0;0;0;0;1;0;2;2008-5;2008-9;2011-8;0;1;0;3;1; ;2; ;2;0;0;0;1;0;4;40;5;0;170;1000;300;0;100;0;0;0;0;0;0;0;450;300;30;40;10;0;0;60;150;450;300;30;40;10;0;0;60;150;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;1;0;0;0;0; ;5;2;3; ; ; ; ; ; ;0;1;2;2;2;2;2;1;2;9;2;2;2;4;1;6;0;4;1;2;0;0;0;0;3;0;0;3;5;3;1;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1;3;5;5;3;2;4;4;1;1;1;1;2;2;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1,2;752;2;2; ; ; ; ;1989-4;1;1;1;1; ; ; ;5;3;4;1;0;0;0; ;2; ; ;0;0;0;0;0;0;1; ; ;6;6;2;2;7;6;3;73,41472504141;,70427642094839
2978;1;818;12844;2;2; ;3;1;2;7; ;1;4; ;2;2;3;2;2;2;2;    3v    6kk;2;2;9; ;2;2;2;1;1;4;5;3;3;179; ;2002-0;1;1;0;0;0;0;0;2;2002-0; ;2011-0;1;0;0;1;3; ;6;Puolison omistamassa asunnossa;1;0;1;0;0;0;2;25;3,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0; ; ; ;2; ;2; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;470;2;4; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1982-12;1;1;1;1; ; ; ;5;1;3;0;0;0;0; ;2; ; ;0;0;0;0;0;0;1; ; ;3;3;3;5;5;6;3;93,601853273191;,89793400683849
2978;1;819;12845;2;2; ;3;2;2;8; ;3;4; ;5;5;5;5;5;5;2;    5v    0kk;2;3;2;1600;3;4;3;3;2;2;4;1;2;837; ;2008-5;1;0;0;0;0;0;0;2;2008-5; ;2011-8;1;0;0;1;3; ;2; ;1;0;0;0;1;0;4;15; ;0;250;0;200;800;100;0;0;0;0;0;0;0;800;400;33;0;20;0;300;0;0;800;400;33;0;20;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;5;1;1;1;5;5;5;4;2;36;1;2;2; ;1;3;2;1;1;2;2;2;0;0;2;1;1;1;2;1;0;0;0;0;0;0;5;2;3;3;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1;2;5;5;5;1;1;3;3;3;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1989-7;1;1;1;1; ; ; ;5;2;5;1;2;0;3;Espanja;2; ; ;0;0;0;0;0;0;1; ; ;6;5;3;11;6;6;3;68,3761666564429;,65594091517482
2978;1;820;12848;2;2; ;3;1;2;8; ;1;3; ;2;2;2;2;2;3;3;    3v    0kk;2;2;2;2000;2;2;2;2;2;4;5;4;2;837; ;2008-5;1;0;0;0;0;0;0;2;2008-5; ;2010-8;1;0;0;1;1; ;2; ;1;0;0;1;0;0;3;60;55;0;245;300;225;200;100;0;100;0;0;0;0;0;500;200;100;60;30;0;0;150;50;500;200;100;60;30;0;0;150;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1; ; ; ; ; ; ; ;6;3;68,3761666564429;,65594091517482
2978;1;821;12849;3;2; ;3;1;2;8; ;1;4; ;2;2;3;1;1;3;2;    3v    6kk;4;2;2;1600;1;1;3;2;3;4;5;1;2;619; ;2011-6;1;0;0;0;0;0;0;2;2011-6; ;2011-8;1;0;0;3;1; ;2; ;1;1;0;1;0;0;1;15;2; ;210;600;298;0;0;0;100;0;0;0;0;0;150;200;10;20;10;0;0;50;50;150;200;10;20;10;0;0;50;50;0;0;0;0;0;0;0;0;0;30;50;0;0;0;0;1;0;0;0;0; ;3;4;3; ; ; ; ; ; ;0;1;2;2;2;2;2;2;2;2;2;2;2;3,5;1,5;4;4;7,5;2;4;4;3,5;1,5;0;2;0;4;3;3;3;1;1;0;0;1;0;0;724;5;4;2; ; ;0;1;0;0;1;0;0;0;0; ;5; ; ; ;2;4;1;3;2;5;3;4;3;1;5;3;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;516; ; ; ; ; ; ;1992-9;1;1;1;1; ; ; ;5;3;4;1;0;0;3;Espanja;2; ; ;0;0;0;0;0;0;1; ; ;3;10;9;5;6;6;3;40,096093657278;,38464672201702
2978;1;822;12852;2;2; ;3;2;1;8; ;1;3; ;4;3;3;4;4;4;2;    3v    3kk;3;3;3;2200;2;2;1;1;1;5;3;2;2;49; ;2010-6;1;0;0;0;0;0;0;2;2010-6; ;2012-8;0;1;0;1;3; ;2; ;2;0;1;0;1;0;4;20;4,5;0;0;0;0;1600;0;0;200;0;0;0;0;0;450;100;30;60;15;0;0;100;100;450;100;30;60;15;0;0;100;100;0;0;0;0;0;0;0;0;0;78,5;15;0;0;0;0;0;1;0;0;0; ;5;5;1;1;1;3;5;1;2;40;1;1;3;1;1;1;2;3;3;2;1;9;0;7;0;7;0;7;0;5;0;5;0;2;0;2;2;3;2;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;250;6;3;3;4;4;4;5;4;2;4;4;4;3;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1991-11;1;1;1;1; ; ; ;5;3;4;0;2;0; ; ;2; ; ;1;0;0;0;1;0;0;4;4;5;4;3;3;6;6;3;57,7426442737048;,55393223664929
2978;1;823;12854;2;2; ;3;1;2;8; ;1;4; ;2;3;3;2;3;2;1;    3v    0kk;2;2;2;1800;3;1;1;1;1;4;5;3;2;286; ;2010-6;1;0;0;0;0;1;0;2;2010-6; ;2012-8;1;0;0;1;3; ;2; ;2;0;0;0;1;0;4;50;15;0;200;0;267;0;0;700;0;0;0;0;0;0;500;470;64;100;7;0;0;200;170;300;170;32;40;7;0;0;50;20;200;300;32;60;0;0;0;150;150;35;15;0;0;0;0;1;0;0;0;0; ;5;2;3; ; ; ; ; ; ;0;3;2;3;3;2;2;2;3;2;2;2;2;8;2;8;1;8;1;8;1;8;1;0;4;0;4;4;5;2;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;999;6;5;3;4;3;2;1;1;3;3;2;1;1;1;2;2;2;2;,2;380;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1992-1;1;1;1;1; ; ; ;5;3;4;0;2;0;1;hindi, italia, espanja, konkani;2; ; ;0;0;0;0;0;0;1; ; ;1;1;7;9;3;6;3;40,096093657278;,38464672201702
2978;1;824;12855;2;2; ;3;2;2;8; ;1;4; ;2;2;1;1;1;3;2;    2v    8kk;1;1;9;4000;2;2;1;1;1;5;5;5;3;562; ;2004-5;1;1;0;0;0;0;0;2;2004-5; ;2012-9;1;0;0;1;5; ;3; ;1;0;0;1;0;0;3;40;45;0;0;0;0;3500;0;0;0;0;350;0;0;0;1000;400;0;0;50;450;1800;0;300;500;400;0;0;50;225;900;0;300;500;0;0;0;0;225;900;0;0;0;0;0;0;0;0;0;0;0;0;1;en saa opintotukea;5;2;1;1;1;1;2;1;2;35;3;2;3;3;3;3;9;3;3;2;3;9;0;0;0;0;0;2;3;2;0;0;0;0;0;0;4;3;3;1;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;4;1;4;5;5;4;2;1;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1982-12;1;1;1;1; ; ; ;5;2;2;0;0;0; ; ;1;3;3;0;0;0;0;0;0;1; ; ;4;3;7;3;5;6;3;88,5632948882239;,84959850106492
2978;1;825;12856;2;2; ;3;1;2;8; ;1;2;4;2;2;2;2;2;2;2;    4v    0kk;2;5;5;1000;5;5;5;5;5;1;5;2;3;179; ;2001-5;0;1;0;0;0;0;0;2;2001-5; ;2009-9;1;0;0;3;1; ;2; ;4;0;0;0;1;0;4;40;10; ;200; ;298;0; ; ; ; ; ; ; ; ;375;50;40;30;0;0;0;0;10;375;50;40;30;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0; ;5;1;3; ; ; ; ; ; ;0;3;3;9;3;3;1;1;3;1;1;2;9;8;1;8;1;8;1;8;1;0;1;0;3;0;0;2;5;1;3;1;0;0;1;0;0;528;0;1;9; ;Kurssiin sisältyvä opintomatka;0;0;0;0;1;0;0;0;0; ;5; ; ; ;5;2;1;5;1;1;1;1;1;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1980-1;1;1;1;1; ; ; ;5;1;1;0;0;0;0; ;2; ; ;0;0;0;0;0;0;1; ; ;1;1;11;11;1;6;3;88,5632948882239;,84959850106492
2978;1;826;12860;2;2; ;3;2;2;8; ;1;2;4;2;2;3;1;1;2;2;    3v    0kk;1;2;2;2300;2;2;1;1;1;4; ;3;3; ;724;1996-0;1;0;0;1;0;1;0;2;2007-0;1994-9;2011-8;1;0;0;1;3; ;3; ;1;0;0;1;0;0;3;20;15; ; ; ; ;1800; ; ; ; ; ; ; ; ;400;400;0;80;20;0;0;100;100;400;400;0;80;20;0;0;100;100;0;0;0;0;0;0;0;0;0;99;50;0;0;0;0;0;0;0;0;1;en saa opintotukea;5;5;1;2;2;4;4;4;2;37;2;2;3;3;3;2;2;3;2;2;3;2;0;0;4;0;0;0;4;0;0;4;6;0;0;6;3;2;2;2;3;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ;1;1;3;1;1;1;1;1;1;1;1;1; ; ;1; ;1; ; ; ; ; ; ; ; ;10;840;2;2; ; ; ; ;10;724;2;2;1972-2;1;1;1;1; ; ; ;5;2;4;3;3;0;4;Espanja;1;1;13;0;0;0;0;0;0;1; ; ;3;3;3;3;7;6;3;88,5632948882239;,84959850106492
2978;1;827;12867;2;2; ;3;1;2;2; ;1;4; ;3;2;4;2;2;1;2;    4v   12kk;3;2;3;1200;2;4;2;2;1;3;5;3;2;49; ;2007-6;1;0;0;0;0;0;0;1;2007-6; ;2009-9;1;0;0;2;2; ;2; ;2;0;0;0;1;0;4;50;17; ;230;300;230; ;50; ; ; ; ; ; ; ;416;270;40;30;60;0;0;0;20;416;270;40;30;0;0;0;0;20;0;0;0;0;60;0;0;0;0;50;0;0;0;0;0;1;0;0;0;0; ;4;3;3; ; ; ; ; ; ;0;2;2;2;2;2;3;3;3;2;2;2;2;0;6;0;8;2;6;0;8;1;4;0;0;0;0;3;5;2;1;1;0;0;1;0;0;276;6;1;2; ; ;0;0;0;0;1;0;1;0;0; ;5; ; ; ;3;2;4;3;3;1;3;3;3;1;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1988-5;2;2;2;1;3;3; ;5;2;4;5; ; ; ; ;2; ; ;0;0;0;0;0;0;1; ; ;10;7;3;3;6;1;6;152,23113169382;1,46037183311349
2978;1;828;12870;2;2; ;3;1;2;1; ;1;4; ;4;2;3;3;3;2;2;    3v    2kk;2;3;2;2000;2;3;2;2;2;3;5;1;2;751; ;2009-5;1;0;0;0;0;1;0;2;2009-5; ;2010-9;1;0;0;2;1; ;2; ;2;0;1;1;0;0;2;20;4;0;200;0;465;400;100;0;500;0;0;0;0;0;420;200;40;50;20;0;0;100;30;420;200;40;50;20;0;0;0;30;0;0;0;0;0;0;0;100;0;0;150;0;0;0;30;1;0;0;0;0; ;3;3;2;1;1;1;4;2;1;18;3;2;2;1;3;2;2;1;1;2;1;2;0;2;6;0;6;3;6;3;0;0;0;0;0;4;3;2;4;3;1;0;0;1;0;0;191;4;1;2; ; ;1;1;0;0;0;0;1;0;0; ;2; ; ; ;1;1;1;2;1;1;1;2;1;3;1;1;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1990-3;1;1;1;1; ; ; ;5;2;4;0;0;0;3;Espanja;2; ; ;0;0;0;0;0;0;1; ; ;3;3;7;3;6;19;4;100,018467574538;,95948937127267
2978;1;829;12872;2;2; ;3;1;2;1; ;1;4; ;2;2;2;1;2;2;2;    2v    8kk;1;2;9;2100;1;2;1;1;1;4;5;4;2;398; ;2008-5;1;0;0;0;0;0;0;2;2008-5; ;2012-9;1;0;0;1;3; ;4; ;5;0;0;1;0;0;3;45;34;0;0;217;268,2;120;0;100;0;0;0;0;0;0;450;380;150;30;20;0;0;110;50;50;150;100;10;20;0;0;80;50;400;230;50;20;0;0;0;30;0;25;50;0;0;0;0;1;0;0;0;0; ;3;4; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0;1; ; ; ; ; ; ; ;1;1;113,195178913073;1,08589517196373
2978;1;830;12873;2;2; ;3;1;2;1; ;1;4; ;2;2;3;1;1;2;4;    3v    6kk;2;2;2;2000;2;2;2;2;2;4;4;3;2;92; ;2011-6;1;0;0;0;0;0;0;2;2011-6; ;2012-9;1;0;0;1;2; ;2; ;2;0;0;1;1;0;3;35;45; ;200; ;269;400; ; ;50; ; ; ; ; ;450;200;60;20;0;0;0;50;150;450;200;60;20;0;0;0;50;150;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;1;0;0;0;0; ;4;3;1;1;2;4;5;5;1;10;2;2;2;2;2;2;9;2;2;2;2;2;6;1;6;1;6;1;6;1;6;1;0;2;0;0;4;3;3;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;999;2;4;3;2;5;4;3;3;4;4;4;3;4;2;2;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;826;2;2;1;250;1;1;1992-2;1;1;1;1; ; ; ;5;2;3;0;0;0; ; ;2; ; ;0;0;0;0;0;0;1; ; ;9;6;1;2;8;1;1;84,9151059139083;,81460097880593
2978;1;831;12875;2;2; ;3;1;2;1; ;1;4; ;2;2;4;3;3;2;2;    3v    0kk;5;2;4;2000;3;3;2;3;2;3;5;3;2;698; ;2011-6;1;0;0;0;0;0;0;2;2011-6; ;2012-9;1;0;0;1;1; ;2; ;2;1;0;0;0;0;1;25;2;0;0;300;460;0;0;0;0;0;0;0;0;0;395;200;20;15;0;0;0;25;50;395;200;20;15;0;0;0;0;50;0;0;0;0;0;0;0;25;0;40;0;0;0;0;0;1;0;0;0;0; ;5;2;3; ; ; ; ; ; ;0;2;2;2;2;2;2;2;2;2;2;2;2;6;1;6;1;6;1;6;1;6;1;0;0;0;2;3;4;3;1;2;0;0;0;0;0; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0; ; ; ;999;2;2;4;2;5;3;1;3;4;4;4;1;4;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1992-6;1;1;1;1; ; ; ;5;1;3;0;0;0;0; ;2; ; ;0;0;0;0;0;0;1; ; ;3;7;7;5;6;19;4;84,9151059139083;,81460097880593
